Date,SALM,YAR,NAS,DNO
12.09.16,227.90,279.90,301.18189,8.40
13.09.16,224.50,278.60,300.48425,8.145
14.09.16,230.20,275.00,296.99604,8.045
15.09.16,232.00,273.50,295.89974,7.645
16.09.16,238.40,274.70,298.59065,7.765
19.09.16,236.20,277.50,298.9893,7.975
20.09.16,247.00,277.40,296.59739,7.865
21.09.16,244.20,276.50,290.91659,7.83
22.09.16,249.20,272.00,301.87953,8.085
23.09.16,246.80,271.50,298.9893,7.885
26.09.16,233.70,268.00,295.00278,7.695
27.09.16,229.80,263.20,288.12602,7.38
28.09.16,231.30,269.00,294.00615,7.74
29.09.16,231.00,268.40,291.71389,8.18
30.09.16,244.00,265.60,291.61423,8.105
03.10.16,246.20,266.10,291.81356,8.08
04.10.16,248.40,270.00,293.40817,8.245
05.10.16,247.60,270.20,292.11255,8.37
06.10.16,248.50,272.80,281.84725,8.43
07.10.16,247.30,273.00,275.46881,8.345
10.10.16,249.10,273.40,273.57521,8.57
11.10.16,250.10,275.80,279.555,8.41
12.10.16,247.40,266.00,285.73411,8.41
13.10.16,251.50,262.70,284.03984,8.27
14.10.16,252.90,267.00,283.14287,8.34
17.10.16,255.00,268.00,282.2459,8.065
18.10.16,255.00,270.10,284.73748,7.85
19.10.16,258.60,274.50,284.53815,7.94
20.10.16,261.80,274.00,299.28829,7.59
21.10.16,263.90,284.70,298.9893,7.54
24.10.16,265.30,286.80,292.71052,7.37
25.10.16,270.20,290.50,287.02973,7.265
26.10.16,269.10,292.00,284.03984,7.08
27.10.16,273.20,295.20,282.54489,7.37
28.10.16,273.10,297.70,283.14287,7.135
31.10.16,268.20,292.00,277.6614,7.08
01.11.16,270.90,291.20,280.85062,7.195
02.11.16,267.60,287.10,276.26611,6.87
03.11.16,270.00,284.50,279.555,6.89
04.11.16,261.70,284.90,276.16645,6.665
07.11.16,268.30,287.80,278.35904,6.98
08.11.16,270.00,288.10,278.55836,6.94
09.11.16,269.20,303.60,267.59542,6.80
10.11.16,263.30,321.20,272.08026,7.22
11.11.16,263.80,320.00,272.37925,7.15
14.11.16,267.00,319.00,267.79475,6.92
15.11.16,275.90,318.50,268.89104,7.24
16.11.16,257.80,318.70,269.68835,7.81
17.11.16,259.90,314.40,271.88094,7.52
18.11.16,262.50,320.80,267.29643,7.545
21.11.16,263.50,320.10,266.2998,7.74
22.11.16,264.30,319.00,264.90452,7.75
23.11.16,262.90,316.90,262.21362,7.59
24.11.16,265.50,320.00,262.11395,7.505
25.11.16,264.20,319.10,262.71193,7.35
28.11.16,264.50,317.10,259.52271,7.34
29.11.16,266.40,317.70,265.60216,7.11
30.11.16,267.00,315.00,265.30317,7.40
01.12.16,265.00,315.10,260.22035,7.65
02.12.16,262.30,310.70,258.22709,7.96
05.12.16,264.70,314.90,296.99604,8.00
06.12.16,262.50,316.90,295.99941,7.75
07.12.16,260.70,324.10,279.05668,7.725
08.12.16,261.90,327.00,282.04657,7.89
09.12.16,260.60,326.90,283.74085,7.895
12.12.16,263.40,324.80,280.3523,8.19
13.12.16,261.60,320.90,277.26274,8.365
14.12.16,259.70,324.50,274.57184,8.195
15.12.16,259.20,325.00,279.85398,8.155
16.12.16,261.60,327.00,283.44186,8.315
19.12.16,263.50,331.10,280.05331,8.315
20.12.16,260.90,329.30,282.14624,8.23
21.12.16,254.20,333.00,278.25938,8.125
22.12.16,252.70,339.40,279.555,7.96
23.12.16,255.20,338.10,285.03647,8.01
27.12.16,259.30,338.70,282.44523,8.23
28.12.16,258.40,340.90,282.14624,8.495
29.12.16,259.00,341.10,283.84051,8.425
30.12.16,258.10,340.00,286.0331,8.48
02.01.17,257.80,343.80,295.50109,8.79
03.01.17,255.60,347.00,291.81356,9.10
04.01.17,255.50,348.50,295.60075,8.98
05.01.17,241.50,354.30,287.9267,9.005
06.01.17,243.30,352.60,278.65803,8.855
09.01.17,233.50,352.00,270.78464,9.125
10.01.17,232.70,356.30,267.79475,9.345
11.01.17,238.60,358.90,269.88767,9.29
12.01.17,237.50,349.00,269.09037,9.435
13.01.17,235.50,349.00,273.07689,9.44
16.01.17,232.30,341.30,264.4062,9.18
17.01.17,236.50,343.80,267.79475,9.205
18.01.17,238.40,344.90,268.09374,9.155
19.01.17,240.10,346.80,273.97386,8.97
20.01.17,239.80,348.00,274.07353,9.19
23.01.17,240.00,347.80,271.08363,9.22
24.01.17,238.30,352.90,272.08026,9.075
25.01.17,237.60,359.70,279.05668,9.025
26.01.17,237.50,352.20,278.35904,9.01
27.01.17,236.40,350.90,275.16982,9.02
30.01.17,234.30,351.10,269.48902,8.55
31.01.17,233.30,347.60,267.99408,8.61
01.02.17,237.10,348.70,270.78464,8.785
02.02.17,233.60,348.30,266.59879,8.555
03.02.17,236.90,351.40,270.48565,8.73
06.02.17,234.60,344.30,259.22372,8.645
07.02.17,236.40,346.00,259.92136,8.625
08.02.17,239.60,344.20,271.58195,8.40
09.02.17,238.10,321.00,273.37588,8.145
10.02.17,238.70,324.00,280.85062,8.33
13.02.17,238.30,329.90,281.54826,8.24
14.02.17,235.50,328.90,280.85062,8.22
15.02.17,223.00,332.80,280.05331,8.025
16.02.17,221.90,329.20,262.31328,7.925
17.02.17,219.20,326.00,245.17123,7.65
20.02.17,222.60,326.80,247.6628,7.54
21.02.17,222.20,324.50,256.63248,7.995
22.02.17,223.10,322.00,250.35371,7.80
23.02.17,216.60,315.50,250.35371,7.92
24.02.17,217.90,312.40,253.24394,7.72
27.02.17,216.60,314.40,252.34697,7.765
28.02.17,211.90,318.30,261.81496,8.015
01.03.17,217.00,320.90,258.02777,8.16
02.03.17,215.80,324.30,256.73215,7.64
03.03.17,209.90,321.10,256.33349,7.67
06.03.17,211.50,323.80,251.05135,7.49
07.03.17,206.70,322.60,247.96179,7.92
08.03.17,207.20,319.00,246.46685,7.70
09.03.17,211.10,325.50,255.13754,7.41
10.03.17,211.50,327.10,259.12406,7.65
13.03.17,213.60,328.10,261.61564,7.49
14.03.17,210.50,327.10,266.00081,7.22
15.03.17,210.20,327.60,267.19677,7.43
16.03.17,208.50,330.20,270.58532,7.27
17.03.17,208.40,324.50,269.09037,7.165
20.03.17,208.70,325.50,267.3961,7.15
21.03.17,205.70,327.40,261.7153,7.185
22.03.17,203.10,323.10,255.53619,6.875
23.03.17,202.70,326.30,255.13754,6.775
24.03.17,197.30,321.00,254.73888,6.985
27.03.17,192.80,316.60,250.55303,6.87
28.03.17,190.50,327.80,244.9719,6.93
29.03.17,186.10,328.80,241.1847,7.065
30.03.17,188.00,326.00,238.19481,7.32
31.03.17,185.20,330.60,235.70323,7.23
03.04.17,183.70,335.50,238.89245,7.27
04.04.17,180.20,333.20,240.08841,7.25
05.04.17,180.70,336.70,240.18807,7.44
06.04.17,182.10,336.20,236.6002,7.265
07.04.17,184.20,340.00,236.10188,7.315
10.04.17,187.20,340.00,239.19144,7.375
11.04.17,186.30,342.40,234.80626,7.34
12.04.17,188.20,354.90,230.02243,7.615
18.04.17,193.60,330.90,234.10862,7.23
19.04.17,186.80,330.20,234.20829,7.25
20.04.17,189.00,333.00,233.9093,7.23
21.04.17,189.90,324.80,237.89582,7.13
24.04.17,189.40,327.90,235.40424,7.225
25.04.17,196.20,335.60,232.21502,7.295
26.04.17,200.00,322.00,234.20829,7.29
27.04.17,202.90,322.20,244.67291,7.12
28.04.17,203.70,319.20,242.87897,7.26
02.05.17,206.30,317.80,233.70997,7.45
03.05.17,207.50,315.60,230.72008,7.46
04.05.17,205.30,322.40,218.66084,7.355
05.05.17,214.00,321.20,239.09178,7.585
08.05.17,220.20,322.50,237.3975,7.74
09.05.17,222.59793,326.40,232.813,7.70
10.05.17,213.90,326.00,242.57999,7.88
11.05.17,216.30,320.60,231.21839,7.75
12.05.17,219.90,308.20,229.22513,7.75
15.05.17,218.60,314.00,224.4413,7.78
16.05.17,225.00,323.00,224.14231,8.185
18.05.17,223.60,321.40,219.55781,8.08
19.05.17,228.80,324.80,223.24534,8.20
22.05.17,225.80,325.50,218.16253,8.25
23.05.17,229.30,321.20,216.36859,8.225
24.05.17,225.30,323.40,218.66084,8.325
26.05.17,222.60,323.00,224.54096,7.89
29.05.17,220.70,328.00,223.84332,7.85
30.05.17,225.10,323.60,229.22513,7.89
31.05.17,228.70,314.10,226.83322,7.79
01.06.17,231.40,317.70,228.92614,7.95
02.06.17,233.70,318.90,230.72008,7.99
06.06.17,234.00,313.00,234.00896,8.02
07.06.17,222.50,314.30,224.54096,8.01
08.06.17,223.80,306.60,219.65747,7.615
09.06.17,220.90,315.10,221.05276,7.62
12.06.17,221.20,322.80,218.06286,7.73
13.06.17,213.20,315.00,227.73018,7.765
14.06.17,213.90,316.00,234.00896,7.715
15.06.17,212.00,311.30,225.5376,7.51
16.06.17,215.00,312.50,222.04939,7.60
19.06.17,213.20,317.10,225.03928,7.535
20.06.17,226.10,313.60,228.82648,7.35
21.06.17,220.20,315.10,226.43456,7.495
22.06.17,219.40,317.10,225.73692,7.365
23.06.17,218.80,306.50,236.89919,7.51
26.06.17,217.00,301.40,243.17796,7.295
27.06.17,207.20,302.40,235.70323,7.635
28.06.17,207.30,303.00,243.57662,7.615
29.06.17,201.70,305.20,240.78605,7.75
30.06.17,207.10,313.60,242.38066,7.64
03.07.17,202.80,322.00,238.69312,8.025
04.07.17,203.40,321.80,241.78268,8.05
05.07.17,204.30,317.30,241.68302,7.90
06.07.17,200.50,310.70,222.94635,7.85
07.07.17,201.90,306.40,211.88375,7.60
10.07.17,204.80,310.50,208.69453,7.95
11.07.17,197.60,322.90,203.81104,7.945
12.07.17,201.80,328.50,211.78409,8.275
13.07.17,201.80,333.00,180.39021,8.08
14.07.17,198.80,330.90,176.40369,8.255
17.07.17,200.00,330.00,180.58954,8.25
18.07.17,200.20,320.00,184.27707,8.295
19.07.17,201.70,322.80,186.46966,8.305
20.07.17,204.50,318.80,180.09122,8.48
21.07.17,196.20,314.70,182.18415,8.32
24.07.17,197.90,311.90,180.39021,8.615
25.07.17,200.70,310.60,175.10807,8.725
26.07.17,208.20,314.00,178.89526,8.89
27.07.17,205.00,315.10,178.69594,8.99
28.07.17,204.20,315.10,182.38347,9.075
31.07.17,204.50,313.30,192.8481,9.16
01.08.17,209.00,318.80,189.95787,8.975
02.08.17,210.00,317.50,193.34641,9.115
03.08.17,214.50,315.10,189.95787,9.05
04.08.17,219.40,317.40,186.07101,8.965
07.08.17,215.60,319.90,182.08448,9.09
08.08.17,217.00,317.80,182.38347,9.075
09.08.17,218.00,320.90,181.78549,9.115
10.08.17,216.90,317.80,177.10133,9.22
11.08.17,214.10,315.30,172.41716,9.005
14.08.17,218.20,323.70,184.37674,9.09
15.08.17,217.50,318.70,189.65888,8.905
16.08.17,224.40,324.70,199.12687,8.98
17.08.17,221.10,319.00,193.74507,8.86
18.08.17,223.30,315.00,189.16056,8.655
21.08.17,228.40,309.90,192.05079,8.77
22.08.17,227.10,315.00,199.42586,9.00
23.08.17,224.60,317.10,202.31609,8.97
24.08.17,222.60,315.40,196.83462,10.05
25.08.17,221.30,316.00,201.71811,11.44
28.08.17,222.90,315.00,199.02721,11.38
29.08.17,219.40,307.60,197.33294,11.68
30.08.17,220.50,309.10,199.3262,11.82
31.08.17,225.00,317.30,192.8481,12.17
01.09.17,224.50,329.20,193.04742,12.10
04.09.17,225.00,328.30,193.74507,12.20
05.09.17,232.10,332.10,194.34305,12.20
06.09.17,229.50,332.30,197.83125,12.19
07.09.17,227.50,343.00,207.39891,12.10
08.09.17,225.50,347.10,207.49857,12.25
11.09.17,229.70,350.10,208.29588,12.02
12.09.17,228.70,350.20,207.29925,12.29
13.09.17,230.50,345.70,213.27903,12.38
14.09.17,227.40,342.50,232.21502,12.00
15.09.17,227.80,346.60,232.21502,11.90
18.09.17,226.80,363.00,226.93288,11.28
19.09.17,228.40,366.00,227.73018,11.58
20.09.17,227.00,362.00,221.7504,11.44
21.09.17,223.10,364.30,218.7605,11.56
22.09.17,226.20,360.00,224.24198,11.32
25.09.17,226.80,364.30,239.09178,11.17
26.09.17,221.90,361.50,229.22513,11.55
27.09.17,218.70,364.60,230.22176,11.55
28.09.17,222.60,361.60,231.71671,11.30
29.09.17,225.00,356.70,231.21839,10.92
02.10.17,226.80,360.00,235.00559,9.95
03.10.17,233.50,362.20,245.17123,10.53
04.10.17,234.70,362.40,239.39077,10.73
05.10.17,236.10,362.00,231.21839,10.29
06.10.17,231.20,363.10,234.7066,10.32
09.10.17,232.30,357.40,233.11199,10.71
10.10.17,241.10,355.90,230.72008,10.21
11.10.17,240.00,360.00,225.23861,10.31
12.10.17,243.30,362.80,225.23861,10.14
13.10.17,245.10,371.10,227.73018,10.38
16.10.17,243.20,370.60,225.83658,9.82
17.10.17,245.10,363.90,230.22176,10.25
18.10.17,246.70,363.00,234.20829,10.60
19.10.17,248.40,359.00,231.81637,10.28
20.10.17,249.80,373.60,239.19144,10.35
23.10.17,254.40,369.10,239.19144,10.02
24.10.17,247.70,368.40,233.51064,9.79
25.10.17,247.70,378.00,238.19481,10.07
26.10.17,245.50,378.90,232.61368,9.91
27.10.17,244.80,387.70,226.53423,10.30
30.10.17,244.30,388.60,231.21839,9.73
31.10.17,243.70,387.80,230.22176,9.90
01.11.17,244.50,394.00,233.70997,10.01
02.11.17,235.00,391.20,227.43119,9.97
03.11.17,238.20,393.10,228.72681,9.90
06.11.17,241.30,392.00,215.87027,10.00
07.11.17,237.80,383.50,211.28577,10.59
08.11.17,243.80,381.00,194.34305,10.48
09.11.17,233.50,374.60,189.16056,10.67
10.11.17,234.20,374.00,189.85821,10.54
13.11.17,238.30,374.20,181.38684,10.08
14.11.17,233.80,372.00,187.76528,10.18
15.11.17,257.20,368.70,189.35989,9.71
16.11.17,258.70,378.70,196.23664,9.915
17.11.17,249.90,374.70,190.25686,10.01
20.11.17,255.60,378.10,187.1673,9.835
21.11.17,263.00,382.10,189.35989,10.31
22.11.17,260.00,379.10,193.14709,10.08
23.11.17,257.50,376.00,190.45618,10.09
24.11.17,245.60,375.90,186.86831,10.04
27.11.17,244.50,368.30,185.57269,9.895
28.11.17,243.70,370.90,182.98145,9.965
29.11.17,238.40,372.60,183.18078,9.765
30.11.17,243.70,369.90,181.38684,9.77
01.12.17,243.40,365.00,180.39021,10.24
04.12.17,245.20,369.90,173.41379,9.815
05.12.17,247.90,362.00,173.01514,9.30
06.12.17,251.80,360.00,172.81582,8.95
07.12.17,249.50,356.00,170.72289,8.965
08.12.17,245.80,366.10,182.38347,8.74
11.12.17,246.80,369.90,175.60638,9.73
12.12.17,251.50,364.70,182.08448,9.405
13.12.17,257.40,366.40,180.48987,9.12
14.12.17,247.90,370.20,177.49998,9.15
15.12.17,243.40,365.00,177.89863,9.03
18.12.17,244.00,378.50,179.79223,9.04
19.12.17,238.50,382.00,180.39021,9.185
20.12.17,232.80,374.40,174.11144,9.17
21.12.17,235.60,378.80,170.92222,9.51
22.12.17,237.90,377.90,171.42053,9.245
27.12.17,242.70,380.00,173.31413,9.555
28.12.17,246.20,381.80,179.39358,9.535
29.12.17,246.80,376.70,175.40706,9.50
02.01.18,240.80,379.10,190.65551,9.518
03.01.18,234.80,382.70,195.83799,10.015
04.01.18,239.60,381.80,189.26023,9.90
05.01.18,245.00,385.40,227.43119,9.84
08.01.18,236.40,393.60,224.34164,10.15
09.01.18,238.20,391.40,216.26893,10.50
10.01.18,235.40,387.00,213.87701,10.50
11.01.18,234.40,387.90,220.25545,10.75
12.01.18,227.20,390.30,224.24198,10.78
15.01.18,225.80,390.10,218.56118,10.95
16.01.18,224.00,388.10,220.55444,10.75
17.01.18,218.20,376.50,220.35511,10.625
18.01.18,215.20,388.70,217.76387,10.505
19.01.18,216.40,384.00,218.86017,10.52
22.01.18,218.20,384.90,217.26556,10.49
23.01.18,217.40,379.80,225.13894,10.47
24.01.18,210.80,378.60,226.23524,10.49
25.01.18,209.40,376.40,220.6541,10.65
26.01.18,210.80,375.90,234.20829,10.33
29.01.18,205.00,375.30,232.813,10.45
30.01.18,208.00,370.40,228.12884,9.86
31.01.18,209.60,370.50,225.13894,9.86
01.02.18,213.80,371.60,225.33827,10.175
02.02.18,221.20,366.50,232.21502,9.866
05.02.18,220.80,365.40,229.22513,9.78
06.02.18,217.80,361.10,204.11003,9.58
07.02.18,223.60,358.00,199.82452,10.055
08.02.18,232.40,350.70,198.5289,9.094
09.02.18,231.60,348.80,202.81441,8.86
12.02.18,232.20,343.40,199.3262,9.34
13.02.18,240.20,336.60,201.71811,9.028
14.02.18,242.00,340.00,192.94776,9.066
15.02.18,251.20,343.60,183.3801,9.748
16.02.18,257.80,349.00,174.41043,9.60
19.02.18,256.60,347.50,173.21447,9.83
20.02.18,261.40,353.20,171.12154,9.95
21.02.18,271.00,358.60,178.44678,9.944
22.02.18,278.00,361.50,181.33701,9.98
23.02.18,287.80,360.50,177.54981,10.18
26.02.18,283.20,357.80,174.41043,10.285
27.02.18,276.60,355.50,176.40369,10.69
28.02.18,282.00,351.70,178.64611,10.80
01.03.18,281.20,339.50,176.25419,10.42
02.03.18,278.00,327.20,171.81918,10.205
05.03.18,280.00,333.40,170.32424,10.56
06.03.18,285.40,348.40,176.20436,10.845
07.03.18,292.60,346.80,171.02188,10.70
08.03.18,299.60,341.70,172.86565,10.85
09.03.18,301.80,341.80,171.42053,10.845
12.03.18,312.80,341.80,171.47036,10.875
13.03.18,302.00,340.00,176.65284,10.98
14.03.18,300.40,335.40,177.79897,10.905
15.03.18,295.00,333.70,176.40369,10.76
16.03.18,293.40,328.80,173.66295,11.00
19.03.18,296.40,326.00,171.42053,11.30
20.03.18,304.40,327.30,171.02188,11.51
21.03.18,304.00,323.10,169.00,11.945
22.03.18,302.40,320.30,174.00,11.69
23.03.18,305.00,321.10,170.00,11.90
26.03.18,316.00,323.10,164.50,12.095
27.03.18,321.60,331.00,165.90,12.59
28.03.18,321.20,331.10,168.00,12.355
03.04.18,330.00,327.90,170.75,12.76
04.04.18,324.00,318.40,170.05,12.555
05.04.18,327.00,329.00,172.00,13.105
06.04.18,330.60,328.40,175.25,13.74
09.04.18,332.80,322.80,176.00,13.425
10.04.18,341.20,321.90,173.40,13.395
11.04.18,342.80,321.00,179.30,13.49
12.04.18,346.00,318.70,264.00,13.70
13.04.18,352.20,326.80,265.00,14.075
16.04.18,355.40,325.20,290.00,14.02
17.04.18,360.60,327.70,288.00,14.81
18.04.18,375.00,330.90,305.20,15.14
19.04.18,365.00,336.70,299.70,15.42
20.04.18,365.60,327.70,299.90,15.495
23.04.18,373.20,324.00,281.30,15.10
24.04.18,376.40,325.00,273.90,15.945
25.04.18,383.40,324.60,263.40,15.45
26.04.18,392.80,339.70,310.00,15.705
27.04.18,403.20,335.90,300.00,15.465
30.04.18,375.00,339.00,303.00,14.96
02.05.18,381.40,350.00,303.50,14.935
03.05.18,386.60,342.20,300.70,15.08
04.05.18,391.20,340.00,270.70,14.66
07.05.18,402.40,342.40,283.00,15.03
08.05.18,399.80,346.90,294.70,14.64
09.05.18,391.20,341.60,282.50,15.08
11.05.18,389.20,334.00,282.10,15.335
14.05.18,389.20,337.80,280.60,15.28
15.05.18,380.00,345.00,272.40,15.34
16.05.18,363.80,348.20,270.60,15.41
18.05.18,372.40,345.00,250.50,16.23
22.05.18,351.80,338.60,273.50,16.35
23.05.18,357.60,337.90,263.40,16.03
24.05.18,363.00,345.00,266.70,15.775
25.05.18,354.00,341.20,264.30,14.80
28.05.18,358.80,345.50,260.50,14.85
29.05.18,355.40,340.70,252.40,15.08
30.05.18,355.60,342.80,252.50,15.515
31.05.18,357.00,337.20,254.70,15.905
01.06.18,350.20,344.30,252.40,16.24
04.06.18,356.60,344.70,252.00,15.715
05.06.18,346.00,344.50,245.20,15.325
06.06.18,332.20,342.60,246.00,15.42
07.06.18,336.60,355.00,245.00,15.47
08.06.18,345.80,358.00,243.30,15.19
11.06.18,344.20,361.10,245.30,15.125
12.06.18,348.80,358.60,247.30,14.975
13.06.18,357.80,353.30,237.80,14.97
14.06.18,352.60,346.30,245.80,14.99
15.06.18,358.60,346.20,248.80,14.285
18.06.18,351.40,343.50,274.00,14.425
19.06.18,353.40,345.20,288.00,14.16
20.06.18,345.60,342.90,274.40,14.11
21.06.18,347.40,339.00,274.00,13.80
22.06.18,348.60,335.00,269.20,14.345
25.06.18,341.80,332.00,255.20,13.97
26.06.18,345.40,329.70,248.20,14.685
27.06.18,345.00,337.00,245.20,15.23
28.06.18,345.00,336.90,245.00,15.17
29.06.18,341.80,338.00,248.40,15.07
02.07.18,344.00,334.60,244.00,14.97
03.07.18,343.00,333.00,242.10,15.24
04.07.18,347.20,328.70,243.20,14.895
05.07.18,356.00,324.90,240.00,15.005
06.07.18,360.20,321.50,238.00,14.575
09.07.18,362.20,323.50,240.70,15.22
10.07.18,362.00,326.00,240.40,15.87
11.07.18,359.00,321.70,238.90,15.555
12.07.18,362.20,322.80,243.50,15.64
13.07.18,362.80,319.90,247.10,15.50
16.07.18,363.80,318.60,245.30,15.35
17.07.18,369.40,333.00,237.50,16.025
18.07.18,371.60,345.00,238.40,15.315
19.07.18,372.60,346.60,240.80,15.425
20.07.18,372.40,342.90,239.00,15.485
23.07.18,373.80,343.10,235.30,15.285
24.07.18,374.00,346.00,234.30,15.425
25.07.18,385.40,353.50,234.50,15.34
26.07.18,386.20,359.50,237.00,15.61
27.07.18,389.80,365.70,235.50,15.87
30.07.18,392.80,366.10,235.70,16.00
31.07.18,416.20,359.90,238.50,17.275
01.08.18,418.20,355.20,237.90,17.67
02.08.18,435.00,357.50,234.00,17.465
03.08.18,417.20,363.40,236.80,17.45
06.08.18,428.60,358.00,237.80,17.625
07.08.18,425.20,363.50,240.30,18.345
08.08.18,437.80,368.90,242.90,18.07
09.08.18,430.60,371.00,239.20,18.015
10.08.18,417.40,363.50,238.10,18.02
13.08.18,413.40,364.90,239.20,18.42
14.08.18,421.20,363.00,253.00,18.50
15.08.18,411.60,358.30,246.80,18.75
16.08.18,417.80,360.40,247.90,18.57
17.08.18,424.00,365.00,249.00,17.305
20.08.18,428.00,373.30,259.10,17.275
21.08.18,421.60,373.90,258.00,17.19
22.08.18,425.60,374.90,262.80,17.17
23.08.18,410.00,372.90,267.40,17.105
24.08.18,399.00,378.00,267.30,17.28
27.08.18,400.40,385.00,265.70,17.17
28.08.18,400.00,396.00,264.60,16.445
29.08.18,403.00,394.80,266.60,16.515
30.08.18,404.00,392.90,262.80,16.475
31.08.18,404.20,386.00,261.90,16.265
03.09.18,407.40,386.90,273.90,16.53
04.09.18,407.40,380.20,268.10,16.335
05.09.18,409.80,376.10,269.60,15.81
06.09.18,406.00,378.50,266.80,15.575
07.09.18,398.80,378.00,264.70,15.325
10.09.18,406.20,377.60,268.10,15.19
11.09.18,405.60,374.00,266.50,15.35
12.09.18,410.20,372.00,264.40,15.615
13.09.18,409.00,374.10,261.60,15.48
14.09.18,411.60,373.90,264.50,15.29
17.09.18,412.60,377.40,262.60,15.285
18.09.18,417.40,379.70,257.50,15.215
19.09.18,409.60,382.10,258.20,15.70
20.09.18,414.80,388.80,257.50,15.45
21.09.18,404.00,388.40,256.10,15.47
24.09.18,414.80,387.40,256.80,16.20
25.09.18,415.00,395.20,248.10,16.21
26.09.18,409.40,391.00,246.80,16.685
27.09.18,408.60,390.90,245.30,16.725
28.09.18,406.20,399.70,245.00,16.825
01.10.18,426.60,403.20,233.40,17.215
02.10.18,438.20,402.20,226.70,17.255
03.10.18,446.00,402.90,225.00,17.15
04.10.18,438.00,401.00,213.70,16.825
05.10.18,434.00,396.40,207.50,16.77
08.10.18,434.20,393.20,197.40,16.10
09.10.18,423.80,390.70,211.40,16.70
10.10.18,419.00,393.00,201.80,16.41
11.10.18,417.20,383.40,199.00,15.45
12.10.18,429.40,387.80,200.00,15.56
15.10.18,433.40,387.20,201.20,16.28
16.10.18,439.80,394.00,189.40,16.735
17.10.18,435.40,389.00,201.60,16.725
18.10.18,431.60,368.20,190.00,15.87
19.10.18,441.20,375.00,187.15,16.565
22.10.18,428.20,368.30,176.15,15.855
23.10.18,428.00,352.50,172.80,15.035
24.10.18,425.00,353.50,181.75,15.18
25.10.18,430.00,353.30,211.80,15.27
26.10.18,427.20,349.20,221.60,14.77
29.10.18,432.00,352.20,218.20,15.385
30.10.18,429.00,350.60,213.40,15.995
31.10.18,445.00,362.70,215.00,16.23
01.11.18,444.40,367.20,215.00,15.82
02.11.18,449.00,375.20,223.00,15.985
05.11.18,453.00,369.90,226.40,16.24
06.11.18,454.60,376.50,229.90,16.20
07.11.18,449.60,381.10,228.10,16.325
08.11.18,455.40,379.30,230.50,15.91
09.11.18,505.00,380.00,231.00,15.54
12.11.18,488.20,381.70,219.80,15.975
13.11.18,509.50,381.50,226.40,14.325
14.11.18,510.00,356.50,222.00,14.505
15.11.18,492.40,358.30,212.60,14.005
16.11.18,487.00,355.60,217.30,14.455
19.11.18,492.00,343.00,205.00,14.005
20.11.18,473.00,336.10,197.15,13.31
21.11.18,484.20,341.80,202.50,13.795
22.11.18,467.60,341.80,203.60,13.53
23.11.18,465.20,341.80,205.10,12.965
26.11.18,466.00,351.50,216.60,13.42
27.11.18,465.40,350.30,217.00,13.52
28.11.18,468.00,346.30,210.10,13.99
29.11.18,488.00,348.00,216.60,14.575
30.11.18,484.60,345.30,216.50,14.43
03.12.18,479.40,354.00,221.00,15.33
04.12.18,487.60,355.20,212.20,15.195
05.12.18,475.80,348.10,213.20,15.035
06.12.18,467.60,332.80,180.45,14.15
07.12.18,470.00,337.60,191.70,14.85
10.12.18,468.60,332.00,188.75,14.11
11.12.18,463.00,345.20,194.00,14.18
12.12.18,465.00,351.40,199.05,14.535
13.12.18,465.00,347.20,207.60,14.14
